date,y
2018-01-01,-5.712154798543998
2018-01-02,-5.909366133272864
2018-01-03,-6.281137538335186
2018-01-04,-6.310719344551023
2018-01-05,-6.384514078121644
2018-01-06,-6.542620080605046
2018-01-07,-6.57175470569631
2018-01-08,-6.533989121861087
2018-01-09,-6.633634133069726
2018-01-10,-6.891705560618957
2018-01-11,-6.7943713141942
2018-01-12,-6.731280317485135
2018-01-13,-6.746015745941762
2018-01-14,-6.628922145624925
2018-01-15,-6.445741134914475
2018-01-16,-6.404397840216787
2018-01-17,-6.529369336457775
2018-01-18,-6.310039860701697
2018-01-19,-6.1389454431503125
2018-01-20,-6.062152662110481
2018-01-21,-5.872023049238596
2018-01-22,-5.63579945946422
2018-01-23,-5.562357781643736
2018-01-24,-5.676556066379351
2018-01-25,-5.467586206152936
2018-01-26,-5.327230733240963
2018-01-27,-5.300268923512805
2018-01-28,-5.177282792741323
2018-01-29,-5.023297969298929
2018-01-30,-5.0446011393142856
2018-01-31,-5.263164162354111
2018-02-01,-5.165077775217527
2018-02-02,-5.138895058266257
2018-02-03,-5.226126357909443
2018-02-04,-5.214133726505487
2018-02-05,-5.164857380073135
2018-02-06,-5.281713499285629
2018-02-07,-5.584091281111086
2018-02-08,-5.555850209259089
2018-02-09,-5.583716063349258
2018-02-10,-5.707816045538193
2018-02-11,-5.714600144992076
2018-02-12,-5.665580696850677
2018-02-13,-5.764229325879401
2018-02-14,-6.030459454624819
2018-02-15,-5.949096011720692
2018-02-16,-5.908231898592241
2018-02-17,-5.949712967669174
2018-02-18,-5.862000298380655
2018-02-19,-5.708843632433432
2018-02-20,-5.696107243123066
2018-02-21,-5.846178618835725
2018-02-22,-5.646363845644442
2018-02-23,-5.4871714778560845
2018-02-24,-5.412728795061929
2018-02-25,-5.21358122901913
2018-02-26,-4.955310612220682
2018-02-27,-4.845315055048785
2018-02-28,-4.9071820622873314
2018-03-01,-4.62905966914425
2018-03-02,-4.401927922045105
2018-03-03,-4.270014767953694
2018-03-04,-4.02360692842846
2018-03-05,-3.727690841119584
2018-03-06,-3.58876556552093
2018-03-07,-3.6292580440788536
2018-03-08,-3.3359440101110254
2018-03-09,-3.098275159048491
2018-03-10,-2.958854768778461
2018-03-11,-2.7063103696980724
2018-03-12,-2.403996516139001
2018-03-13,-2.2568675529893385
2018-03-14,-2.285948843871301
2018-03-15,-1.9768079692769431
2018-03-16,-1.717924923396014
2018-03-17,-1.5512021553107784
2018-03-18,-1.2648619912117267
2018-03-19,-0.9221637532645685
2018-03-20,-0.7282800622713514
2018-03-21,-0.7047607363472306
2018-03-22,-0.3379860885627241
2018-03-23,-0.0175092854475158
2018-03-24,0.213470437327337
2018-03-25,0.5652549282754817
2018-03-26,0.9729808429206708
2018-03-27,1.229798765729437
2018-03-28,1.3124674898685391
2018-03-29,1.7329597348837478
2018-03-30,2.1001776962352867
2018-03-31,2.3695347204523123
2018-04-01,2.750152516734828
2018-04-02,3.176238442152658
2018-04-03,3.440300231405258
2018-04-04,3.518766722263724
2018-04-05,3.9236099388117975
2018-04-06,4.264066327707816
2018-04-07,4.496213181465419
2018-04-08,4.830149748025912
2018-04-09,5.201347998841542
2018-04-10,5.403831195769637
2018-04-11,5.415749888731007
2018-04-12,5.750952066142287
2018-04-13,6.020646850939517
2018-04-14,6.182919562835433
2018-04-15,6.44984956687026
2018-04-16,6.7587978762978285
2018-04-17,6.905524659136643
2018-04-18,6.869708240177449
2018-04-19,7.16646416979494
2018-04-20,7.407965433127186
2018-04-21,7.552923079079941
2018-04-22,7.813679879370895
2018-04-23,8.127484868346937
2018-04-24,8.289609458572066
2018-04-25,8.278876913093313
2018-04-26,8.609203569658858
2018-04-27,8.891252351577817
2018-04-28,9.081956956406032
2018-04-29,9.391668119269008
2018-04-30,9.75548829715445
2018-05-01,9.966453717093309
2018-05-02,10.001133620443747
2018-05-03,10.371243010626088
2018-05-04,10.685367273808575
2018-05-05,10.898554886063998
2018-05-06,11.219527479242467
2018-05-07,11.582071604924504
2018-05-08,11.778269311408687
2018-05-09,11.784135773525488
2018-05-10,12.111258975569823
2018-05-11,12.36853883695799
2018-05-12,12.511781373605547
2018-05-13,12.75089692743029
2018-05-14,13.021266958694994
2018-05-15,13.11693705413639
2018-05-16,13.01620531825246
2018-05-17,13.233202422029729
2018-05-18,13.379562296326515
2018-05-19,13.413940936223506
2018-05-20,13.549134446306924
2018-05-21,13.723363080095169
2018-05-22,13.73338129297165
2018-05-23,13.559985362874354
2018-05-24,13.719517210442191
2018-05-25,13.825465653382782
2018-05-26,13.837924636944994
2018-05-27,13.970661412065102
2018-05-28,14.162362967059927
2018-05-29,14.209721949092144
2018-05-30,14.092934473247604
2018-05-31,14.327208894509972
2018-06-01,14.524386805527811
2018-06-02,14.642435411344648
2018-06-03,14.892563451686875
2018-06-04,15.210527785967804
2018-06-05,15.389790328522054
2018-06-06,15.407095867492178
2018-06-07,15.774067713910114
2018-06-08,16.09892011010234
2018-06-09,16.336044075039418
2018-06-10,16.693216313491607
2018-06-11,17.102995761881164
2018-06-12,17.355964989485607
2018-06-13,17.42638466287901
2018-06-14,17.823855903941574
2018-06-15,18.155087623831697
2018-06-16,18.373523985808674
2018-06-17,18.68658046446228
2018-06-18,19.02705231339088
2018-06-19,19.186352319312096
2018-06-20,19.140146139660025
2018-06-21,19.39998057057261
2018-06-22,19.575002756828862
2018-06-23,19.621526811983586
2018-06-24,19.750197980314343
2018-06-25,19.89732011802699
2018-06-26,19.858005582525653
2018-06-27,19.611718220280984
2018-06-28,19.673807308337835
2018-06-29,19.657133012850174
2018-06-30,19.521542356253924
2018-07-01,19.48094824845041
2018-07-02,19.47457961557932
2018-07-03,19.30006374063282
2018-07-04,18.938913244982373
2018-07-05,18.90801696972692
2018-07-06,18.82123635146853
2018-07-07,18.638866915586835
2018-07-08,18.574717658611664
2018-07-09,18.567376150840637
2018-07-10,18.413319861008933
2018-07-11,18.09244513011699
2018-07-12,18.11961169346733
2018-07-13,18.106302669640076
2018-07-14,18.010157698364345
2018-07-15,18.04212985080041
2018-07-16,18.13783185224036
2018-07-17,18.090729752584878
2018-07-18,17.87774260223209
2018-07-19,18.01089621024105
2018-07-20,18.099023752524804
2018-07-21,18.09737390025376
2018-07-22,18.2148228709016
2018-07-23,18.385265003643127
2018-07-24,18.4008388977902
2018-07-25,18.237557440943025
2018-07-26,18.40693697591891
2018-07-27,18.51772339951584
2018-07-28,18.525471331511135
2018-07-29,18.63972605617043
2018-07-30,18.795373498731944
2018-07-31,18.78581674048872
2018-08-01,18.588549124215227
2018-08-02,18.716721129802444
2018-08-03,18.780800889439465
2018-08-04,18.73808663802529
2018-08-05,18.799822972848396
2018-08-06,18.902488304477327
2018-08-07,18.84091400478003
2018-08-08,18.593807127855143
2018-08-09,18.675275474048775
2018-08-10,18.696456174733896
2018-08-11,18.61500708054938
2018-08-12,18.642213463146877
2018-08-13,18.714277678689044
2018-08-14,18.62545218811201
2018-08-15,18.353587325918408
2018-08-16,18.411691746045992
2018-08-17,18.40960554965322
2018-08-18,18.30354391004432
2018-08-19,18.303261988201086
2018-08-20,18.3434068747232
2018-08-21,18.21671490406519
2018-08-22,17.89962361051795
2018-08-23,17.903894124732673
2018-08-24,17.838341944571646
2018-08-25,17.658431947539164
2018-08-26,17.573486674234548
2018-08-27,17.518072093813384
2018-08-28,17.285217960006385
2018-08-29,16.852041116759473
2018-08-30,16.731366998675323
2018-08-31,16.533447082096984
2018-09-01,16.215528359523866
2018-09-02,15.989024451595094
2018-09-03,15.79085351632802
2018-09-04,15.416601350187566
2018-09-05,14.846079626583938
2018-09-06,14.594876357833238
2018-09-07,14.275998377744113
2018-09-08,13.849364098965214
2018-09-09,13.52889841623908
2018-09-10,13.253797180279946
2018-09-11,12.82162184221376
2018-09-12,12.213796293432727
2018-09-13,11.947104877197765
2018-09-14,11.635293012911156
2018-09-15,11.238530033944064
2018-09-16,10.970487118078758
2018-09-17,10.769598372405149
2018-09-18,10.432165917860758
2018-09-19,9.93788084212956
2018-09-20,9.801358442063222
2018-09-21,9.63378822956205
2018-09-22,9.392457137121896
2018-09-23,9.287896910731437
2018-09-24,9.255222122175176
2018-09-25,9.08731738990703
2018-09-26,8.760443421470452
2018-09-27,8.785857920860991
2018-09-28,8.771549458017422
2018-09-29,8.671840242630017
2018-09-30,8.694606813142737
2018-10-01,8.77268273715272
2018-10-02,8.697100220614052
2018-10-03,8.442738679865355
2018-10-04,8.519975127645194
2018-10-05,8.53643365354798
2018-10-06,8.446589524501666
2018-10-07,8.458976912710495
2018-10-08,8.507564757815086
2018-10-09,8.384958473924462
2018-10-10,8.067996748273032
2018-10-11,8.069339820495532
2018-10-12,7.999148361233168
2018-10-13,7.814610560779249
2018-10-14,7.727068706221884
2018-10-15,7.673312144189095
2018-10-16,7.448696779317487
2018-10-17,7.0326627719689245
2018-10-18,6.940249147018136
2018-10-19,6.783706592607283
2018-10-20,6.521967993200595
2018-10-21,6.367729624950004
2018-10-22,6.258711226863229
2018-10-23,5.99075604165968
2018-10-24,5.543343032469016
2018-10-25,5.431110112002717
2018-10-26,5.265489365672369
2018-10-27,5.0042131013969104
2018-10-28,4.858442548704466
2018-10-29,4.764085953434472
2018-10-30,4.514965375763666
2018-10-31,4.088402344976223
2018-11-01,3.996818948653232
2018-11-02,3.8494529393090215
2018-11-03,3.601943224218036
2018-11-04,3.4635350987930327
2018-11-05,3.368469585621264
2018-11-06,3.1092139520249966
2018-11-07,2.6621015411563134
2018-11-08,2.5389757533039834
2018-11-09,2.3489353497852745
2018-11-10,2.047936408367748
2018-11-11,1.8459996601139328
2018-11-12,1.6785873664372524
2018-11-13,1.3398070411922791
2018-11-14,0.8080108155724313
2018-11-15,0.5973863587285626
2018-11-16,0.3196379867845254
2018-11-17,-0.0664849073796576
2018-11-18,-0.3480612782344519
2018-11-19,-0.5867072192633138
2018-11-20,-0.9854603247352928
2018-11-21,-1.5632682381859189
2018-11-22,-1.8034828712917248
2018-11-23,-2.0922591152920003
2018-11-24,-2.4690985003337262
2018-11-25,-2.7197847692359174
2018-11-26,-2.9051429410349847
2018-11-27,-3.227960455010577
2018-11-28,-3.707497779307934
2018-11-29,-3.8279891459376296
2018-11-30,-3.9770318560619593
2018-12-01,-4.196104685875368
2018-12-02,-4.273462889550324
2018-12-03,-4.2728423467311805
2018-12-04,-4.400312835400075
2018-12-05,-4.678709580936758
2018-12-06,-4.59604584455774
2018-12-07,-4.543807366213818
2018-12-08,-4.567371770929133
2018-12-09,-4.458803147522122
2018-12-10,-4.28545711705548
2018-12-11,-4.256739120823068
2018-12-12,-4.398447728627518
2018-12-13,-4.201108206101661
2018-12-14,-4.058199386570255
2018-12-15,-4.016518877888147
2018-12-16,-3.8689383704395848
2018-12-17,-3.682985511638724
2018-12-18,-3.667595782062364
2018-12-19,-3.847466415650471
2018-12-20,-3.7114173729044175
2018-12-21,-3.650661716810367
2018-12-22,-3.7092292789315584
2018-12-23,-3.676793823000201
2018-12-24,-3.61733823993337
2018-12-25,-3.735998959085309
2018-12-26,-4.0535191118482174
2018-12-27,-4.054712764157038
2018-12-28,-4.126839764563497
2018-12-29,-4.310132259879738
2018-12-30,-4.390720297211162
2018-12-31,-4.429388382532339
2019-01-01,-4.628501715867101
2019-01-02,-5.006529441941949
2019-01-03,-5.04656536408646
2019-01-04,-5.134744179131153
2019-01-05,-5.3107932170043375
2019-01-06,-5.360966484841331
2019-01-07,-5.346792732004421
2019-01-08,-5.471976570370936
2019-01-09,-5.7568807606619705
2019-01-10,-5.686991318756501
2019-01-11,-5.651265104678578
2019-01-12,-5.692601835026371
2019-01-13,-5.600689571391654
2019-01-14,-5.440657885077943
2019-01-15,-5.419880376714751
2019-01-16,-5.562357391096893
2019-01-17,-5.357083319013277
2019-01-18,-5.19630081790696
2019-01-19,-5.125886418037849
2019-01-20,-4.938118879280466
2019-01-21,-4.70026653447999
2019-01-22,-4.621337001206765
2019-01-23,-4.726421427528007
2019-01-24,-4.505038576322045
2019-01-25,-4.349381557638767
2019-01-26,-4.304711708329505
2019-01-27,-4.162150574275439
2019-01-28,-3.9873053943386623
2019-01-29,-3.987070231617975
2019-01-30,-4.184033370326933
2019-01-31,-4.064894124968654
2019-02-01,-4.018790205256755
2019-02-02,-4.087777284250157
2019-02-03,-4.059709498496857
2019-02-04,-3.996953705049535
2019-02-05,-4.103277140217065
2019-02-06,-4.398336643306959
2019-02-07,-4.366170599195828
2019-02-08,-4.393592230398984
2019-02-09,-4.520724650973508
2019-02-10,-4.533924758773123
2019-02-11,-4.494527803707583
2019-02-12,-4.605751632290453
2019-02-13,-4.887188533954065
2019-02-14,-4.823286014190537
2019-02-15,-4.801715695772273
2019-02-16,-4.8638717088604775
2019-02-17,-4.79774694070549
2019-02-18,-4.666620580226995
2019-02-19,-4.675897808208693
2019-02-20,-4.847531604051741
2019-02-21,-4.6684301717244505
2019-02-22,-4.528751429540379
2019-02-23,-4.472328166142411
2019-02-24,-4.289474406233072
2019-02-25,-4.045608461173413
2019-02-26,-3.948035362332261
2019-02-27,-4.0203202492380505
2019-02-28,-3.750657524738025
2019-03-01,-3.5301382034930526
2019-03-02,-3.4031596839115084
2019-03-03,-3.1602287456013496
2019-03-04,-2.8665931329159005
2019-03-05,-2.7290439422574737
2019-03-06,-2.7703195577844184
2019-03-07,-2.4775148019951985
2019-03-08,-2.240396301819815
2019-03-09,-2.101866641233308
2019-03-10,-1.8508262633956816
2019-03-11,-1.5508665223181994
2019-03-12,-1.4071340815011144
2019-03-13,-1.4407953875439583
2019-03-14,-1.1375029349040062
2019-03-15,-0.8857624987446799
2019-03-16,-0.7274422659294686
2019-03-17,-0.4506714189874223
2019-03-18,-0.1185604403293254
2019-03-19,0.0639174891620184
2019-03-20,0.0754557589176272
2019-03-21,0.4299526911174567
2019-03-22,0.7381596119956129
2019-03-23,0.957197151893987
2019-03-24,1.2976913454170047
2019-03-25,1.6950960954847265
2019-03-26,1.9428612007860435
2019-03-27,2.01801607017456
2019-03-28,2.432765752380877
2019-03-29,2.796197995668342
2019-03-30,3.06385791419106
2019-03-31,3.4449399081762246
2019-04-01,3.8736615572122544
2019-04-02,4.142476979643245
2019-04-03,4.227698267169826
2019-04-04,4.641120348733668
2019-04-05,4.991747004784546
2019-04-06,5.235373923932485
2019-04-07,5.581778123190871
2019-04-08,5.966078412482176
2019-04-09,6.181924785280599
2019-04-10,6.207086012136626
2019-04-11,6.555031800785424
2019-04-12,6.836608537583862
2019-04-13,7.009566048751416
2019-04-14,7.285686427044183
2019-04-15,7.602081536943221
2019-04-16,7.754319023265683
2019-04-17,7.72194813142255
2019-04-18,8.020023676972643
2019-04-19,8.260729061840879
2019-04-20,8.402857503713772
2019-04-21,8.6589040432783
2019-04-22,8.966336203610776
2019-04-23,9.120704089386406
2019-04-24,9.101161866249669
2019-04-25,9.421999237521344
2019-04-26,9.694283731027744
2019-04-27,9.87537251356843
2019-04-28,10.176045494903176
2019-04-29,10.531826460616152
2019-04-30,10.73615158614808
2019-05-01,10.76595557767994
2019-05-02,11.13327215233808
2019-05-03,11.44694761172325
2019-05-04,11.662224074418836
2019-05-05,11.987941948655244
2019-05-06,12.357926240534455
2019-05-07,12.564214007814796
2019-05-08,12.582691326719116
2019-05-09,12.924734827948008
2019-05-10,13.198955173266365
2019-05-11,13.360797973207138
2019-05-12,13.61975101423899
2019-05-13,13.910722054761434
2019-05-14,14.027244554171324
2019-05-15,13.94708014897668
2019-05-16,14.18381376135854
2019-05-17,14.348539902428948
2019-05-18,14.399397191515767
2019-05-19,14.548701768662928
2019-05-20,14.734245906139485
2019-05-21,14.752421409289555
2019-05-22,14.583738962949653
2019-05-23,14.744341699850802
2019-05-24,14.84761392385352
2019-05-25,14.85364429040731
2019-05-26,14.97629624610855
2019-05-27,15.154453938664853
2019-05-28,15.185104817249504
2019-05-29,15.0488313841702
2019-05-30,15.261311314134757
2019-05-31,15.43492741943508
2019-06-01,15.52824689623522
2019-06-02,15.753122367498191
2019-06-03,16.045982233987534
2019-06-04,16.200970457489323
2019-06-05,16.19550677440897
2019-06-06,16.54186476603574
2019-06-07,16.848867195868877
2019-06-08,17.071455760756187
2019-06-09,17.417885326397947
2019-06-10,17.821107624193722
2019-06-11,18.072001992119933
2019-06-12,18.145021648037087
2019-06-13,18.549850569851163
2019-06-14,18.89316821054264
2019-06-15,19.128277277053
2019-06-16,19.46234303389344
2019-06-17,19.82780785585334
2019-06-18,20.015637741621227
2019-06-19,20.000968845468307
2019-06-20,20.29474906702705
2019-06-21,20.50547234573465
2019-06-22,20.58876171540216
2019-06-23,20.75455080167033
2019-06-24,20.93842906771266
2019-06-25,20.934809414967702
2019-06-26,20.72248835119981
2019-06-27,20.81619611990904
2019-06-28,20.828236923727125
2019-06-29,20.71797784490323
2019-06-30,20.698938682882705
2019-07-01,20.710050469507912
2019-07-02,20.548743572820765
2019-07-03,20.196437690442117
2019-07-04,20.17003294164908
2019-07-05,20.083503682278863
2019-07-06,19.89735477293829
2019-07-07,19.825693253823125
2019-07-08,19.8074835075142
2019-07-09,19.639646722627692
2019-07-10,19.30257644786808
2019-07-11,19.311668538494857
2019-07-12,19.278965845390577
2019-07-13,19.16267577590709
2019-07-14,19.17431179978118
2019-07-15,19.25002487935967
2019-07-16,19.18378337537973
2019-07-17,18.95297086376125
2019-07-18,19.069997788128564
2019-07-19,19.144024967308237
2019-07-20,19.13055487019884
2019-07-21,19.238639692685403
2019-07-22,19.402270413763564
2019-07-23,19.413603867680937
2019-07-24,19.248596082935737
2019-07-25,19.41863699033794
2019-07-26,19.532284080209564
2019-07-27,19.544850875066007
2019-07-28,19.665599597517367
2019-07-29,19.82910293303873
